 0 1 2 3 4
abide 2.55479228337e-103 0.00264596099702 2.146361666e-103 1.53980372713e-103 1.99516584762e-103
able 2.5541747598e-103 2.64596099702e-103 2.14636166964e-103 3.47373208511e-68 0.00199516584762
absence 0.0025541747598 2.64596099702e-103 2.14636265417e-103 1.53980372713e-103 1.99518253702e-103
abundance 0.0025541747598 2.42404289978e-100 2.1498925798e-103 2.01325865027e-70 8.39933838723e-90
abuse 0.00255342628358 0.0026467363703 1.27530750572e-102 3.14201948215e-49 4.54529073185e-57
accents 2.55453373811e-103 2.64596099702e-103 0.002146361666 1.43078633203e-67 2.95517395462e-44
accident 2.55519825585e-103 0.00264596099702 2.146361666e-103 1.53980372713e-103 1.99516584762e-103
accidents 2.55417476003e-103 0.00264596099702 2.146361666e-103 1.53980372713e-103 1.99516584762e-103
accuse 0.0025541747598 2.64603891338e-103 2.14637383351e-103 1.54006613205e-103 1.99537125846e-103
acquainted 2.55473935592e-103 0.00264596099702 2.146361666e-103 1.53980372713e-103 1.99516584762e-103
added 2.5541747598e-103 2.64596099702e-103 2.14636166735e-103 6.70446455555e-56 0.00199516584762
adjunct 2.55417476064e-103 0.00264596099702 2.14636166603e-103 6.32012227914e-28 1.99516584763e-103
admire 2.55417476003e-103 0.00264596099702 2.146361666e-103 1.53980372713e-103 1.99516584762e-103
adonis 2.55417476031e-103 2.6459779286e-103 2.15101675417e-103 1.53980373861e-103 0.00199516584762
adore 2.47704113116e-08 2.64596099702e-103 1.66387987971e-50 0.0015397887941 1.99516584763e-103
adulterate 0.0025541747598 2.64596099702e-103 1.24510283086e-100 4.95674530523e-60 1.99516584762e-103
affords 0.0025541747598 2.64601698376e-103 2.146361666e-103 1.53980372713e-103 1.99516584762e-103
afresh 2.5541747598e-103 2.64596099702e-103 2.1463616779e-103 0.00153980372713 1.20139503618e-28
after 3.76604134487e-78 2.64596099702e-103 9.95481685092e-54 0.00153980372713 1.99516584762e-103
again 2.55417476923e-103 2.64669142833e-103 1.52855760697e-84 0.00307960745426 1.6764325866e-31
against 2.5541747598e-103 2.64596099702e-103 0.002146361666 1.53980372713e-103 3.1733892003e-88
age 2.5541747598e-103 2.64752455909e-103 6.26431243267e-90 2.54984097947e-67 0.00199516584762
ages 7.88782872624e-74 2.64596099702e-103 0.00214384817919 1.53980372713e-103 2.33642964536e-06
